,Unnamed: 0,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down,Date,Time,cat_src,cat_dst
33,95133,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,43560,43560_tcp,inbound,0,0,2012-04-06,01:38:38,ext_website,ext_website
34,95405,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,(empty),(empty),6667,29786,29786_tcp,inbound,0,0,2012-04-06,01:40:10,ext_website,ext_website
35,96518,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,(empty),(empty),6667,27242,27242_tcp,inbound,0,0,2012-04-06,01:45:11,ext_website,ext_website
36,96519,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,29498,29498_tcp,inbound,0,0,2012-04-06,01:45:11,ext_website,ext_website
37,97485,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,38222,38222_tcp,inbound,0,0,2012-04-06,01:49:39,ext_website,ext_website
38,98374,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,48076,48076_tcp,inbound,0,0,2012-04-06,01:53:17,ext_website,ext_website
39,98468,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,12615,12615_tcp,inbound,0,0,2012-04-06,01:54:17,ext_website,ext_website
40,99018,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,21747,21747_tcp,inbound,0,0,2012-04-06,01:56:37,ext_website,ext_website
41,101311,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,(empty),(empty),6667,3359,3359_tcp,inbound,0,0,2012-04-06,02:07:11,ext_website,ext_website
42,101543,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,29625,29625_tcp,inbound,0,0,2012-04-06,02:08:11,ext_website,ext_website
43,101822,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,27639,27639_tcp,inbound,0,0,2012-04-06,02:09:20,ext_website,ext_website
44,101996,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,63844,63844_tcp,inbound,0,0,2012-04-06,02:10:10,ext_website,ext_website
45,103444,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,63286,63286_tcp,inbound,0,0,2012-04-06,02:16:37,ext_website,ext_website
46,103929,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,36543,36543_tcp,inbound,0,0,2012-04-06,02:18:37,ext_website,ext_website
47,104383,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,11093,11093_tcp,inbound,0,0,2012-04-06,02:20:38,ext_website,ext_website
48,104388,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,30337,30337_tcp,inbound,0,0,2012-04-06,02:20:38,ext_website,ext_website
49,105261,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,44579,44579_tcp,inbound,0,0,2012-04-06,02:24:39,ext_website,ext_website
50,105501,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,33193,33193_tcp,inbound,0,0,2012-04-06,02:25:39,ext_website,ext_website
51,105734,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,4950,4950_tcp,inbound,0,0,2012-04-06,02:26:38,ext_website,ext_website
52,106822,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,44466,44466_tcp,inbound,0,0,2012-04-06,02:31:18,ext_website,ext_website
53,107170,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,46125,46125_tcp,inbound,0,0,2012-04-06,02:32:37,ext_website,ext_website
54,109516,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,19791,19791_tcp,inbound,0,0,2012-04-06,02:42:38,ext_website,ext_website
55,112516,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,48206,48206_tcp,inbound,0,0,2012-04-06,02:56:17,ext_website,ext_website
56,113090,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,35107,35107_tcp,inbound,0,0,2012-04-06,02:58:38,ext_website,ext_website
57,113741,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,1678,1678_tcp,inbound,0,0,2012-04-06,03:01:37,ext_website,ext_website
58,114213,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,31124,31124_tcp,inbound,0,0,2012-04-06,03:03:40,ext_website,ext_website
59,114620,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,64214,64214_tcp,inbound,0,0,2012-04-06,03:05:38,ext_website,ext_website
60,117086,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,32545,32545_tcp,inbound,0,0,2012-04-06,03:16:38,ext_website,ext_website
61,117763,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,53965,53965_tcp,inbound,0,0,2012-04-06,03:19:41,ext_website,ext_website
62,119072,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,15737,15737_tcp,inbound,0,0,2012-04-06,03:25:37,ext_website,ext_website
63,119375,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,20229,20229_tcp,inbound,0,0,2012-04-06,03:27:18,ext_website,ext_website
64,119505,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,42969,42969_tcp,inbound,0,0,2012-04-06,03:27:59,ext_website,ext_website
65,119927,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,3733,3733_tcp,inbound,0,0,2012-04-06,03:29:39,ext_website,ext_website
66,120693,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,55041,55041_tcp,inbound,0,0,2012-04-06,03:33:18,ext_website,ext_website
67,120994,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,17690,17690_tcp,inbound,0,0,2012-04-06,03:35:17,ext_website,ext_website
68,122112,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,35912,35912_tcp,inbound,0,0,2012-04-06,03:39:38,ext_website,ext_website
69,123285,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,39423,39423_tcp,inbound,0,0,2012-04-06,03:45:17,ext_website,ext_website
70,123639,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,31539,31539_tcp,inbound,0,0,2012-04-06,03:46:37,ext_website,ext_website
71,125385,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,20032,20032_tcp,inbound,0,0,2012-04-06,03:54:38,ext_website,ext_website
72,125394,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,39867,39867_tcp,inbound,0,0,2012-04-06,03:54:40,ext_website,ext_website
73,126455,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,21431,21431_tcp,inbound,0,0,2012-04-06,03:59:39,ext_website,ext_website
74,127787,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,37902,37902_tcp,inbound,0,0,2012-04-06,04:05:38,ext_website,ext_website
75,128418,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,60611,60611_tcp,inbound,0,0,2012-04-06,04:09:17,ext_website,ext_website
76,128486,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,30513,30513_tcp,inbound,0,0,2012-04-06,04:08:19,ext_website,ext_website
77,128992,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,54318,54318_tcp,inbound,0,0,2012-04-06,04:11:17,ext_website,ext_website
78,129459,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,27538,27538_tcp,inbound,0,0,2012-04-06,04:13:19,ext_website,ext_website
79,129796,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,4040,4040_tcp,inbound,0,0,2012-04-06,04:14:37,ext_website,ext_website
80,130347,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,18792,18792_tcp,inbound,0,0,2012-04-06,04:17:18,ext_website,ext_website
81,131474,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,25084,25084_tcp,inbound,0,0,2012-04-06,04:22:21,ext_website,ext_website
82,132341,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,52530,52530_tcp,inbound,0,0,2012-04-06,04:26:20,ext_website,ext_website
83,132633,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,15001,15001_tcp,inbound,0,0,2012-04-06,04:27:38,ext_website,ext_website
84,133449,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,37469,37469_tcp,inbound,0,0,2012-04-06,04:30:37,ext_website,ext_website
85,135714,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,53119,53119_tcp,inbound,0,0,2012-04-06,04:42:38,ext_website,ext_website
86,136852,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,49062,49062_tcp,inbound,0,0,2012-04-06,04:47:39,ext_website,ext_website
87,138085,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,15354,15354_tcp,inbound,0,0,2012-04-06,04:53:40,ext_website,ext_website
88,138980,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,5307,5307_tcp,inbound,0,0,2012-04-06,04:58:00,ext_website,ext_website
89,140051,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,44203,44203_tcp,inbound,0,0,2012-04-06,05:02:38,ext_website,ext_website
90,141275,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,7609,7609_tcp,inbound,0,0,2012-04-06,05:07:38,ext_website,ext_website
91,143515,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,10373,10373_tcp,inbound,0,0,2012-04-06,05:18:38,ext_website,ext_website
92,144395,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,37277,37277_tcp,inbound,0,0,2012-04-06,05:22:38,ext_website,ext_website
93,144830,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,55817,55817_tcp,inbound,0,0,2012-04-06,05:24:39,ext_website,ext_website
94,145277,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,47689,47689_tcp,inbound,0,0,2012-04-06,05:27:00,ext_website,ext_website
95,145782,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,27296,27296_tcp,inbound,0,0,2012-04-06,05:29:11,ext_website,ext_website
96,146349,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,40123,40123_tcp,inbound,0,0,2012-04-06,05:31:38,ext_website,ext_website
97,147296,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,17664,17664_tcp,inbound,0,0,2012-04-06,05:36:00,ext_website,ext_website
98,147493,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,10664,10664_tcp,inbound,0,0,2012-04-06,05:36:41,ext_website,ext_website
99,147603,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,65496,65496_tcp,inbound,0,0,2012-04-06,05:37:19,ext_website,ext_website
100,149514,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,25463,25463_tcp,inbound,0,0,2012-04-06,05:45:39,ext_website,ext_website
101,150467,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,14298,14298_tcp,inbound,0,0,2012-04-06,05:50:18,ext_website,ext_website
102,151943,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,62570,62570_tcp,inbound,0,0,2012-04-06,05:56:40,ext_website,ext_website
103,152132,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,64503,64503_tcp,inbound,0,0,2012-04-06,05:57:40,ext_website,ext_website
104,153890,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,60935,60935_tcp,inbound,0,0,2012-04-06,06:05:38,ext_website,ext_website
105,154121,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,52872,52872_tcp,inbound,0,0,2012-04-06,06:06:38,ext_website,ext_website
106,154927,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,27722,27722_tcp,inbound,0,0,2012-04-06,06:10:38,ext_website,ext_website
107,155186,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,44641,44641_tcp,inbound,0,0,2012-04-06,06:09:40,ext_website,ext_website
108,157817,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,48871,48871_tcp,inbound,0,0,2012-04-06,06:23:01,ext_website,ext_website
109,158375,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,11326,11326_tcp,inbound,0,0,2012-04-06,06:24:39,ext_website,ext_website
110,158850,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,4694,4694_tcp,inbound,0,0,2012-04-06,06:27:18,ext_website,ext_website
111,159193,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,6048,6048_tcp,inbound,0,0,2012-04-06,06:28:40,ext_website,ext_website
112,159678,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,15326,15326_tcp,inbound,0,0,2012-04-06,06:30:41,ext_website,ext_website
113,160963,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,58299,58299_tcp,inbound,0,0,2012-04-06,06:35:38,ext_website,ext_website
114,160976,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,5081,5081_tcp,inbound,0,0,2012-04-06,06:35:40,ext_website,ext_website
115,161476,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,27274,27274_tcp,inbound,0,0,2012-04-06,06:37:39,ext_website,ext_website
116,161479,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,34123,34123_tcp,inbound,0,0,2012-04-06,06:37:39,ext_website,ext_website
117,162061,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,2160,2160_tcp,inbound,0,0,2012-04-06,06:40:12,ext_website,ext_website
118,163312,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,39311,39311_tcp,inbound,0,0,2012-04-06,06:44:38,ext_website,ext_website
119,163980,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,3086,3086_tcp,inbound,0,0,2012-04-06,06:47:18,ext_website,ext_website
120,165819,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,33011,33011_tcp,inbound,0,0,2012-04-06,06:53:41,ext_website,ext_website
121,168338,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,38863,38863_tcp,inbound,0,0,2012-04-06,07:02:38,ext_website,ext_website
122,168906,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,27967,27967_tcp,inbound,0,0,2012-04-06,07:04:41,ext_website,ext_website
123,170215,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,45205,45205_tcp,inbound,0,0,2012-04-06,07:09:18,ext_website,ext_website
124,170765,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,49734,49734_tcp,inbound,0,0,2012-04-06,07:11:18,ext_website,ext_website
125,171160,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,48401,48401_tcp,inbound,0,0,2012-04-06,07:13:11,ext_website,ext_website
126,171444,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,8599,8599_tcp,inbound,0,0,2012-04-06,07:13:40,ext_website,ext_website
127,171971,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,61075,61075_tcp,inbound,0,0,2012-04-06,07:15:39,ext_website,ext_website
128,172084,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,15828,15828_tcp,inbound,0,0,2012-04-06,07:16:12,ext_website,ext_website
129,172475,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,41088,41088_tcp,inbound,0,0,2012-04-06,07:17:38,ext_website,ext_website
130,173332,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,16054,16054_tcp,inbound,0,0,2012-04-06,07:20:38,ext_website,ext_website
131,173338,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,31331,31331_tcp,inbound,0,0,2012-04-06,07:20:38,ext_website,ext_website
132,173340,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,41484,41484_tcp,inbound,0,0,2012-04-06,07:20:39,ext_website,ext_website
133,173733,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,16011,16011_tcp,inbound,0,0,2012-04-06,07:22:12,ext_website,ext_website
134,173881,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,43040,43040_tcp,inbound,0,0,2012-04-06,07:22:40,ext_website,ext_website
135,174146,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,40864,40864_tcp,inbound,0,0,2012-04-06,07:24:19,ext_website,ext_website
136,174394,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,32638,32638_tcp,inbound,0,0,2012-04-06,07:24:38,ext_website,ext_website
137,174939,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,12169,12169_tcp,inbound,0,0,2012-04-06,07:26:39,ext_website,ext_website
138,175602,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,10076,10076_tcp,inbound,0,0,2012-04-06,07:29:12,ext_website,ext_website
139,176061,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,26069,26069_tcp,inbound,0,0,2012-04-06,07:29:40,ext_website,ext_website
140,176326,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,25292,25292_tcp,inbound,0,0,2012-04-06,07:31:39,ext_website,ext_website
141,176872,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,63066,63066_tcp,inbound,0,0,2012-04-06,07:33:39,ext_website,ext_website
142,179760,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,40977,40977_tcp,inbound,0,0,2012-04-06,07:45:40,ext_website,ext_website
143,180085,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,45996,45996_tcp,inbound,0,0,2012-04-06,07:47:19,ext_website,ext_website
144,182333,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,32965,32965_tcp,inbound,0,0,2012-04-06,07:56:20,ext_website,ext_website
145,182704,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,64651,64651_tcp,inbound,0,0,2012-04-06,07:57:40,ext_website,ext_website
