,Unnamed: 0,Source IP,Source Port,Destination IP,Destination Port,classification,priority,label,packet info,packet info cont'd,xref,Date,Time,cat_src,cat_dst
34,2122,10.32.5.58,6667,172.23.240.155,1259, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:27189 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x3FA6086D  Ack: 0x7F90640F  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:25:00,ext_website,ext_dns
35,2123,10.32.5.56,6667,172.23.240.150,1267, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:22926 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x56EDD3F6  Ack: 0x5312B0E5  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:25:00,ext_website,ext_dns
36,2124,10.32.5.51,6667,172.23.240.153,1268, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:27207 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0xBD4EBEE  Ack: 0x96BBA14B  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:25:00,ext_website,ext_dns
37,2125,10.32.5.51,6667,172.23.232.158,1572, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:27341 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0xC0A0FC71  Ack: 0x6956F979  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:26:00,ext_website,ext_dns
38,2126,10.32.5.56,6667,172.23.232.6,1571, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:22967 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xCE06F583  Ack: 0x74D9DE14  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:26:00,ext_website,ext_dns
39,2127,10.32.5.54,6667,172.23.232.1,1579, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50198 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x359147A  Ack: 0xCC7D291A  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:26:00,ext_website,ext_dns
40,2128,10.32.5.57,6667,172.23.239.127,1260, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:27483 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x1804224F  Ack: 0xA764DFD7  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:27:00,ext_website,ext_dns
41,2129,10.32.5.54,6667,172.23.239.120,1274, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50240 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xA5F7386F  Ack: 0xDD29721E  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:27:00,ext_website,ext_dns
42,2130,10.32.5.56,6667,172.23.239.75,1279, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23110 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x216A527D  Ack: 0xC0057C99  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:27:00,ext_website,ext_dns
43,2131,10.32.5.59,6667,172.23.235.142,1817, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:27952 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0xAB9B996D  Ack: 0x1920A9AD  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:27:00,ext_website,ext_dns
44,2132,10.32.5.56,6667,172.23.235.74,1815, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23144 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xEB307589  Ack: 0x29BAB2E4  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:27:00,ext_website,ext_dns
45,2133,10.32.5.57,6667,172.23.233.158,1493, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:27996 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x6D76BDFB  Ack: 0x9E74F93C  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:28:00,ext_website,ext_dns
46,2134,10.32.5.54,6667,172.23.233.33,1495, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50338 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xF52414CA  Ack: 0x9175964  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:28:00,ext_website,ext_dns
47,2135,10.32.5.56,6667,172.23.233.32,1499, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23157 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x8884E01  Ack: 0xADF9C5C8  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:28:00,ext_website,ext_dns
48,2136,10.32.5.52,6667,172.23.239.76,1289, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:28095 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0xE79E801A  Ack: 0xD22D836E  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:28:00,ext_website,ext_dns
49,2141,10.32.5.57,6667,172.23.233.156,1523, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:28114 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0xEB2CDAEE  Ack: 0x1060FA17  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
50,2142,10.32.5.54,6667,172.23.233.7,1533, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50377 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xB940D848  Ack: 0x2897651F  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
51,2143,10.32.5.56,6667,172.23.233.39,1536, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23205 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xA8AC334A  Ack: 0x16C3EAA2  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
52,2144,10.32.5.56,6667,172.23.238.75,1305, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23221 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x88D19180  Ack: 0x7E81A8F4  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
53,2145,10.32.5.58,6667,172.23.238.72,1306, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:28246 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x918E852C  Ack: 0x6C6B8699  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
54,2146,10.32.5.54,6667,172.23.238.72,1307, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50487 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xC626DB58  Ack: 0xF7EA62FA  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
55,2161,10.32.5.56,6667,172.23.238.73,1310, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23239 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xE97A0343  Ack: 0xA7BE6BEB  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
56,2162,10.32.5.51,6667,172.23.235.141,1820, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:28297 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x34938B4F  Ack: 0xC9707893  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
57,2163,10.32.5.54,6667,172.23.235.140,1826, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50591 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x14768F0A  Ack: 0x1D0554A5  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:29:00,ext_website,ext_dns
58,2268,10.32.5.57,6667,172.23.238.78,1311, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:28467 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x20E7437D  Ack: 0x2B254B8B  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:31:00,ext_website,ext_dns
59,2269,10.32.5.54,6667,172.23.238.222,1315, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50643 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x80D9F579  Ack: 0x9752FB10  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:31:00,ext_website,ext_dns
60,2270,10.32.5.56,6667,172.23.233.157,1593, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23280 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xFA073E3  Ack: 0xE070F0DD  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:31:00,ext_website,ext_dns
61,2271,10.32.5.54,6667,172.23.240.36,1292, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50701 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x2C3C8CD1  Ack: 0x85637C7E  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:31:00,ext_website,ext_dns
62,2272,10.32.5.57,6667,172.23.233.1,1613, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:28845 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x598F05B1  Ack: 0x1385283C  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:32:00,ext_website,ext_dns
63,2273,10.32.5.54,6667,172.23.233.33,1618, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50826 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x9CA8558  Ack: 0x9542EC40  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:32:00,ext_website,ext_dns
64,2274,10.32.5.56,6667,172.23.233.38,1619, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23429 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xE5F9F348  Ack: 0x923EF35B  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:32:00,ext_website,ext_dns
65,2275,10.32.5.56,6667,172.23.240.150,1375, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23478 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xEDE30120  Ack: 0xB5AA3798  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:32:00,ext_website,ext_dns
66,2276,10.32.5.54,6667,172.23.240.126,1377, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50863 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xA42F8D4A  Ack: 0x988FC679  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:32:00,ext_website,ext_dns
67,2277,10.32.5.52,6667,172.23.233.7,1643, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:29156 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0xD4EF7987  Ack: 0xDE31A790  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:33:00,ext_website,ext_dns
68,2278,10.32.5.59,6667,172.23.240.157,1380, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:29265 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x45BB9645  Ack: 0x14C4F139  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:33:00,ext_website,ext_dns
69,2279,10.32.5.54,6667,172.23.240.124,1381, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50887 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x2C1BD177  Ack: 0x1A55F127  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:33:00,ext_website,ext_dns
70,2280,10.32.5.56,6667,172.23.240.38,1382, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23523 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xBB00FC69  Ack: 0x593F4F78  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:33:00,ext_website,ext_dns
71,2281,10.32.5.59,6667,172.23.240.155,1388, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:29286 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0xA8A355EB  Ack: 0x27B40D60  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:33:00,ext_website,ext_dns
72,2282,10.32.5.57,6667,172.23.240.39,1391, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:29310 IpLen:20 DgmLen:149 DF,***AP*** Seq: 0x28F3197B  Ack: 0xD042C837  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:34:00,ext_website,ext_dns
73,2283,10.32.5.56,6667,172.23.233.34,1679, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23553 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x5DBB7D19  Ack: 0xF64E260F  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:34:00,ext_website,ext_dns
74,2284,10.32.5.54,6667,172.23.233.156,1688, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50907 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x4897BF01  Ack: 0x15940A18  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:34:00,ext_website,ext_dns
75,2285,10.32.5.54,6667,172.23.240.33,1456, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:50979 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x2D97534D  Ack: 0x78138105  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:34:00,ext_website,ext_dns
76,2286,10.32.5.56,6667,172.23.240.250,1458, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23593 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0xCD8DF9D1  Ack: 0x225E14FF  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:34:00,ext_website,ext_dns
77,2287,10.32.5.56,6667,172.23.240.31,1489, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23612 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x1E5B975D  Ack: 0xD18E4AF8  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:34:00,ext_website,ext_dns
78,2288,10.32.5.56,6667,172.23.233.5,1723, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23655 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x5D55A2D9  Ack: 0xC5D11935  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:35:00,ext_website,ext_dns
79,2289,10.32.5.54,6667,172.23.234.4,1323, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:51213 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x7C13E5A  Ack: 0x4FAD542E  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:35:00,ext_website,ext_dns
80,2292,10.32.5.56,6667,172.23.234.254,1339, Misc activity,3, [1:2000355:5] ET POLICY IRC authorization message ,TCP TTL:128 TOS:0x0 ID:23735 IpLen:20 DgmLen:147 DF,***AP*** Seq: 0x2C9E7DDB  Ack: 0x48E01286  Win: 0xFFFF  TcpLen: 20,[Xref => http://doc.emergingthreats.net/2000355],2012-04-05,20:35:00,ext_website,ext_dns
