Date/time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down,Hour,Day,DayOfWeek,Source_IsInternal,Source_NodeType,Source_Priority,Dest_IsInternal,Dest_NodeType,Dest_Priority,JoinKey,DestPortStr
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.203.230.10,64048,53,domain,outbound,0,1,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.203.230.10,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,202.12.27.33,64048,53,domain,outbound,0,1,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_202.12.27.33,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,202.12.27.33,64048,53,domain,outbound,1,0,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_202.12.27.33,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,128.9.0.107,64048,53,domain,outbound,0,1,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.9.0.107,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,128.9.0.107,64048,53,domain,outbound,1,0,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.9.0.107,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,198.41.0.4,64048,53,domain,outbound,1,0,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.41.0.4,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.33.4.12,64048,53,domain,outbound,0,1,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.33.4.12,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,202.12.27.33,64048,53,domain,outbound,0,1,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_202.12.27.33,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,128.9.0.107,64048,53,domain,outbound,0,1,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.9.0.107,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,198.41.0.4,64048,53,domain,outbound,0,1,17,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.41.0.4,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.1,172.23.0.2,514,514,syslog,outbound,0,1,18,5,3,True,Firewall,High,True,LogServer,High,172.23.0.1_172.23.0.2,514
,Info,Built,ASA-6-302015,UDP,172.23.0.1,172.23.0.2,514,514,syslog,outbound,1,0,18,5,3,True,Firewall,High,True,LogServer,High,172.23.0.1_172.23.0.2,514
,Info,Teardown,ASA-6-302016,UDP,172.23.0.1,172.23.0.2,514,514,syslog,outbound,0,1,18,5,3,True,Firewall,High,True,LogServer,High,172.23.0.1_172.23.0.2,514
,Info,Built,ASA-6-302015,UDP,172.23.0.1,172.23.0.2,514,514,syslog,outbound,1,0,18,5,3,True,Firewall,High,True,LogServer,High,172.23.0.1_172.23.0.2,514
,Info,Teardown,ASA-6-302016,UDP,172.23.0.1,172.23.0.2,514,514,syslog,outbound,0,1,18,5,3,True,Firewall,High,True,LogServer,High,172.23.0.1_172.23.0.2,514
,Info,Built,ASA-6-302015,UDP,172.23.0.1,172.23.0.2,514,514,syslog,outbound,1,0,18,5,3,True,Firewall,High,True,LogServer,High,172.23.0.1_172.23.0.2,514
,Info,Built,ASA-6-302015,UDP,172.23.0.10,192.112.36.4,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.112.36.4,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,202.12.27.33,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_202.12.27.33,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,128.9.0.107,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.9.0.107,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,192.33.4.12,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.33.4.12,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,192.58.128.30,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.58.128.30,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,198.41.0.4,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.41.0.4,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,128.8.10.90,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.8.10.90,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,128.63.2.53,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.63.2.53,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,193.0.14.129,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_193.0.14.129,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,192.36.148.17,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.36.148.17,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,198.32.64.12,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.32.64.12,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,192.203.230.10,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.203.230.10,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.112.36.4,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.112.36.4,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.36.148.17,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.36.148.17,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,198.32.64.12,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.32.64.12,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.203.230.10,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.203.230.10,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,192.5.5.241,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.5.5.241,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.58.128.30,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.58.128.30,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,193.0.14.129,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_193.0.14.129,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,128.63.2.53,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.63.2.53,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,128.8.10.90,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.8.10.90,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,198.41.0.4,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.41.0.4,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.5.5.241,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.5.5.241,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,202.12.27.33,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_202.12.27.33,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,128.9.0.107,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.9.0.107,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.33.4.12,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.33.4.12,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,128.63.2.53,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.63.2.53,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,202.12.27.33,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_202.12.27.33,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,128.9.0.107,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.9.0.107,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,192.33.4.12,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.33.4.12,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,198.41.0.4,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.41.0.4,53
,Info,Built,ASA-6-302015,UDP,172.23.0.10,198.32.64.12,64048,53,domain,outbound,1,0,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.32.64.12,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,128.63.2.53,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.63.2.53,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,198.41.0.4,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.41.0.4,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,198.32.64.12,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_198.32.64.12,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,202.12.27.33,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_202.12.27.33,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,128.9.0.107,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_128.9.0.107,53
,Info,Teardown,ASA-6-302016,UDP,172.23.0.10,192.33.4.12,64048,53,domain,outbound,0,1,18,5,3,True,DomainController/DNS,High,False,Unknown,Normal,172.23.0.10_192.33.4.12,53
,Info,Built,ASA-6-302013,TCP,172.23.36.87,10.32.1.206,1200,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.36.87_10.32.1.206,80
,Info,Built,ASA-6-302013,TCP,172.23.36.149,10.32.0.201,1201,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.36.149_10.32.0.201,80
,Info,Built,ASA-6-302013,TCP,172.23.47.142,10.32.1.206,1185,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.47.142_10.32.1.206,80
,Info,Built,ASA-6-302013,TCP,172.23.20.223,10.32.0.201,1209,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.20.223_10.32.0.201,80
,Info,Built,ASA-6-302013,TCP,172.23.17.191,10.32.1.201,1235,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.191_10.32.1.201,80
,Info,Teardown,ASA-6-302014,TCP,172.23.36.149,10.32.0.201,1201,80,http,outbound,0,1,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.36.149_10.32.0.201,80
,Info,Teardown,ASA-6-302014,TCP,172.23.47.142,10.32.1.206,1185,80,http,outbound,0,1,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.47.142_10.32.1.206,80
,Info,Built,ASA-6-302013,TCP,172.23.47.39,10.32.0.201,1186,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.47.39_10.32.0.201,80
,Info,Built,ASA-6-302013,TCP,172.23.20.34,10.32.0.204,1210,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.20.34_10.32.0.204,80
,Info,Teardown,ASA-6-302014,TCP,172.23.36.87,10.32.1.206,1200,80,http,outbound,0,1,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.36.87_10.32.1.206,80
,Info,Teardown,ASA-6-302014,TCP,172.23.17.191,10.32.1.201,1235,80,http,outbound,0,1,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.191_10.32.1.201,80
,Info,Built,ASA-6-302013,TCP,172.23.47.34,10.32.0.209,1187,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.47.34_10.32.0.209,80
,Info,Built,ASA-6-302013,TCP,172.23.47.164,10.32.0.206,1188,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.47.164_10.32.0.206,80
,Info,Built,ASA-6-302013,TCP,172.23.36.141,10.32.1.206,1202,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.36.141_10.32.1.206,80
,Info,Built,ASA-6-302013,TCP,172.23.36.62,10.32.0.202,1203,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.36.62_10.32.0.202,80
,Info,Built,ASA-6-302013,TCP,172.23.17.214,10.32.0.204,1236,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.214_10.32.0.204,80
,Info,Built,ASA-6-302013,TCP,172.23.42.176,10.32.1.203,1224,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.42.176_10.32.1.203,80
,Info,Built,ASA-6-302013,TCP,172.23.17.193,10.32.1.202,1237,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.193_10.32.1.202,80
,Info,Built,ASA-6-302013,TCP,172.23.20.38,10.32.0.206,1211,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.20.38_10.32.0.206,80
,Info,Built,ASA-6-302013,TCP,172.23.20.35,10.32.0.206,1212,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.20.35_10.32.0.206,80
,Info,Built,ASA-6-302013,TCP,172.23.20.37,10.32.0.202,1213,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.20.37_10.32.0.202,80
,Info,Built,ASA-6-302013,TCP,172.23.47.144,10.32.0.209,1189,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.47.144_10.32.0.209,80
,Info,Built,ASA-6-302013,TCP,172.23.46.99,10.32.1.203,1156,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.46.99_10.32.1.203,80
,Info,Built,ASA-6-302013,TCP,172.23.46.169,10.32.0.205,1157,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.46.169_10.32.0.205,80
,Info,Built,ASA-6-302013,TCP,172.23.47.37,10.32.1.201,1190,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.47.37_10.32.1.201,80
,Info,Built,ASA-6-302013,TCP,172.23.17.190,10.32.0.209,1238,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.190_10.32.0.209,80
,Info,Built,ASA-6-302013,TCP,172.23.17.69,10.32.1.201,1239,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.69_10.32.1.201,80
,Info,Built,ASA-6-302013,TCP,172.23.7.82,10.32.1.203,1212,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.7.82_10.32.1.203,80
,Info,Built,ASA-6-302013,TCP,172.23.17.103,10.32.0.209,1240,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.103_10.32.0.209,80
,Info,Built,ASA-6-302013,TCP,172.23.17.108,10.32.1.203,1241,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.17.108_10.32.1.203,80
,Info,Built,ASA-6-302013,TCP,172.23.109.151,10.32.0.202,1344,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.109.151_10.32.0.202,80
,Info,Built,ASA-6-302013,TCP,172.23.36.164,10.32.0.209,1204,80,http,outbound,1,0,18,5,3,True,Workstation,Normal,False,Unknown,Normal,172.23.36.164_10.32.0.209,80
